"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000966","GO:0000966","RNA 5'-end processing","11/3831","20/17468",0.00127128402546251,0.0166464706974373,0.0137401260049424,"UTP20/HSD17B10/NOP14/RPP30/RPP40/POP4/USP14/SSB/POP1/PNPT1/PRORP",11
"GO:0031498","GO:0031498","chromatin disassembly","11/3831","20/17468",0.00127128402546251,0.0166464706974373,0.0137401260049424,"SMARCB1/HMGA1/GRWD1/SET/SMARCA4/SMARCE1/HIST3H2A/SMARCD1/PADI2/SMARCC1/SUPT16H",11
"GO:0032986","GO:0032986","protein-DNA complex disassembly","11/3831","20/17468",0.00127128402546251,0.0166464706974373,0.0137401260049424,"SMARCB1/HMGA1/GRWD1/SET/SMARCA4/MYC/SMARCE1/HIST3H2A/SMARCD1/SMARCC1/SUPT16H",11
"GO:0043984","GO:0043984","histone H4-K16 acetylation","11/3831","20/17468",0.00127128402546251,0.0166464706974373,0.0137401260049424,"ZMPSTE24/MCRS1/WDR5/HCFC1/OGT/KANSL3/KANSL1L/MSL2/SIRT1/AUTS2/KMT2A",11
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","61/3831","194/17468",0.00127696376338014,0.0166851141304904,0.0137720225942594,"CDKN1A/BTG2/PLK2/ADAMTS1/APEX1/EGFR/PAGR1/CCNB1/RPS27L/CNOT9/GADD45A/EIF4G1/MEPCE/TFDP1/GTSE1/CDK4/FAM83D/BAX/RDX/CNOT7/CNOT11/MDM2/SOX4/CASP2/FBXO7/PKD1/ATM/BTN2A2/ZNF385A/TRIAP1/PRMT1/FBXW7/CTDSP2/ARID3A/CCND2/INO80/CDK10/TCIM/RPA2/ATP2B4/SLFN11/CUL4B/MUC1/CCNE1/E2F4/PTPN6/AKT1/BRD7/CDC6/RPL26/PRMT2/RIPK1/FHL1/KLF4/E2F1/PLK3/CCND1/PLAGL1/LSM11/KANK2/CNOT3",61
"GO:0006790","GO:0006790","sulfur compound metabolic process","100/3831","346/17468",0.00129851776369174,0.0168619579081127,0.01391799081971,"SULT1C2/IDS/PDZD11/SLC35B2/ADI1/CHAC1/B4GALT2/SUCLG2/CTH/AHCY/TXN2/HMGCL/NDOR1/MICAL1/PARK7/GCLM/HSD17B8/MMACHC/SCD5/MRI1/B4GALT5/ACLY/DLAT/ACOT7/CHPF2/STAT5B/FASN/ABHD14B/CHST1/ELOVL1/CIAO1/PCYOX1/MTHFR/ACSF2/EGFLAM/PCCA/SOD1/CHST6/ST3GAL2/NDST1/ACAN/DLD/GCDH/PDP2/PDHA1/PDK2/SLC7A11/SMS/AMD1/HSPA9/ST3GAL1/CSPG4/SLC26A2/DLST/HEXB/FXN/THEM4/OXSM/NUBP1/PDK4/SULT1C4/CHSY3/BOLA2B/THTPA/GCLC/AASS/HS3ST3B1/MCEE/DSE/GPX1/CDO1/CHAC2/CSPG5/MCCC2/GPX4/CBSL/ACSF3/GLRX3/PAPSS1/SULT4A1/ISCU/B4GALT4/ACSS1/PHGDH/IDUA/SLC19A2/GNS/NFS1/MMUT/CHST7/PDHX/ACSL4/TPST1/LUM/SLC25A10/DCN/VCAN/HACD1/TECR/ELOVL7",100
"GO:0016574","GO:0016574","histone ubiquitination","19/3831","44/17468",0.00129877059275897,0.0168619579081127,0.01391799081971,"ATXN7L3/UHRF1/UBE2N/KDM2B/RNF20/RNF40/DDB1/PCGF5/OTUB1/SKP1/SUZ12/USP22/PCGF2/PHC1/CUL4B/UBE2A/RYBP/DDB2/BCOR",19
"GO:1901028","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","19/3831","44/17468",0.00129877059275897,0.0168619579081127,0.01391799081971,"HSPA1A/YWHAQ/SLC35F6/PMAIP1/YWHAE/TFDP1/GSK3A/YWHAZ/YWHAG/BAX/PPP3R1/ATP5IF1/TP73/TP53BP2/BAD/YWHAB/BAK1/E2F1/TMEM14A",19
"GO:1903749","GO:1903749","positive regulation of establishment of protein localization to mitochondrion","23/3831","57/17468",0.00130458629000593,0.0169015787359878,0.0139506941582926,"YWHAQ/UBE2L3/PMAIP1/YWHAE/TFDP1/GSK3A/YWHAZ/YWHAG/HSPA1L/BAP1/PPP3R1/SAE1/FBXW7/ATG13/TP73/TP53BP2/SH3GLB1/BAD/YWHAB/UBL5/ARIH2/RHOU/E2F1",23
"GO:0018210","GO:0018210","peptidyl-threonine modification","38/3831","109/17468",0.00131494114589924,0.0169638504370757,0.0140020937032798,"CLK1/CALM3/PRKACA/MAPK1/MTOR/DDIT4/EIF4G1/CDK5/GSK3A/DMTN/UBE2K/PPP2R5D/CAD/GRK2/TGFBR2/RIPK2/MARK2/GALNT3/PKN1/CSNK2A1/CDK10/CSNK2B/SIRT2/CDK5R1/DCAF1/AKT1/IRGM/PLK1/TRPC6/SPRY2/APP/PRKCA/MYLK2/LRRK2/TGFBR1/SPRED2/PDPK1/S1PR2",38
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in cellular protein catabolic process","38/3831","109/17468",0.00131494114589924,0.0169638504370757,0.0140020937032798,"HSPA1A/PLK2/HERPUD1/KEAP1/BCAP31/PSMC1/GSK3A/MDM2/SGTA/USP5/BAG6/RNF40/HSPBP1/PSMC2/VCP/PSMD10/PSMC3/DVL1/USP13/CSNK1A1/FBXW7/ATP5IF1/DISC1/PSMC4/CLU/GBA/ATXN3/CTSC/CAV1/SIRT2/GCLC/PSMC5/AKT1/NUPR1/PLK1/PLK3/STUB1/LRRK2",38
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","88/3831","299/17468",0.00135930059144157,0.0174992065614005,0.0144439807999166,"ATP6V0E2/PRKACB/ATP6V0D1/APEX1/XBP1/NCOA5/ATP6V1G1/PARP1/PRKACA/ATP6V0C/ADIPOR1/RAB31/AHCYL1/CSK/EIF4EBP2/GRB2/PRKAR1A/CCND3/ATP6V1C1/PRKAR2A/CDK4/GSK3A/PCK1/YWHAG/ZFP36L1/ADCY1/PRKAR1B/PTPN1/SESN3/TRIB3/MDM2/CRK/PXN/ATP6V0A2/STAT5B/TBC1D4/GNAI2/SOGA1/RAB10/CA2/MYO1C/PTPN11/ASS1/ATP6V0A1/OGT/RAB13/MAP1B/INHBB/PDK2/PRKAR2B/GPER1/AKT2/JAK3/CPEB2/IGF1R/ARID1B/ATP6V1F/SLC2A8/RANGAP1/ROCK1/NR4A2/SMARCC1/CAV1/PDK4/EEF2K/GCLC/SIRT1/ATP6AP1/RAB8A/AKT1/SLC25A33/RPS6KB1/OPA1/ADCY7/CDC6/PPAT/WDTC1/MGARP/APPL1/HSF1/ACTN2/FBN1/CCNA2/ESRRA/MAX/BAIAP2/AGTRAP/PDPK1",88
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","18/3831","41/17468",0.00137297291421571,0.0175842359131211,0.0145141646862187,"RBM8A/RBFOX2/RBM15/SRSF6/SMU1/HNRNPL/HNRNPU/RBM24/KHDRBS1/DDX5/HNRNPA1/PTBP1/ZBTB7A/RBM15B/CELF4/THRAP3/RBM11/RBM10",18
"GO:0050434","GO:0050434","positive regulation of viral transcription","18/3831","41/17468",0.00137297291421571,0.0175842359131211,0.0145141646862187,"JUN/SMARCB1/RRP1B/NELFCD/POLR2F/SMARCA4/POLR2E/POLR2L/POLR2G/MDFIC/POLR2J/POLR2I/CCNT1/CTDP1/TFAP4/NELFB/POLR2D/POLR2C",18
"GO:0006140","GO:0006140","regulation of nucleotide metabolic process","44/3831","131/17468",0.0013745322594394,0.0175842359131211,0.0145141646862187,"COX2/SPHK2/PARP1/CCNB1/SHMT2/RHOA/DDIT4/NDC1/PPIF/PGAM1/BEND3/PARK7/TMSB4X/ZBTB20/NUP210/VCP/POM121/OGT/ATP5IF1/PDP2/NCOR1/NUP85/PDK2/TAZ/PPARGC1A/PDE12/FLCN/PDK4/ARNT/NUP98/DNAJC30/RAE1/ZBTB7A/SLC25A33/SEH1L/ISCU/NUP50/NUPR1/PFKFB4/SLC25A12/SIRT6/GPD1/NUP188/NUP153",44
"GO:0006282","GO:0006282","regulation of DNA repair","39/3831","113/17468",0.00141934763649591,0.0180903952322797,0.0149319525134538,"FOXM1/EGFR/TIMELESS/PARP1/CEBPG/FAM168A/KLHL15/UBE2N/TFIP11/ACTR2/OTUB1/FUS/PARP3/NSD2/PPP4R2/OGG1/EYA1/BRCC3/NPAS2/AUNIP/RPA2/TMEM161A/H2AFX/NUDT16L1/UBQLN4/SIRT1/SLF2/RTEL1/TWIST1/SETD2/CYREN/SPIRE2/HSF1/RAD52/HMGB1/TRIM28/SHLD2/SIRT6/HELB",39
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","22/3831","54/17468",0.00142001467072678,0.0180903952322797,0.0149319525134538,"HNRNPM/RBM8A/RBFOX2/PQBP1/RBM15/SRSF6/SMU1/HNRNPL/RBM17/HNRNPU/RBM24/KHDRBS1/SFSWAP/DDX5/HNRNPA1/PTBP1/ZBTB7A/RBM15B/CELF4/THRAP3/RBM11/RBM10",22
"GO:0046782","GO:0046782","regulation of viral transcription","25/3831","64/17468",0.00142412191741103,0.0181050010914105,0.0149440083028469,"JUN/SMARCB1/RRP1B/NELFCD/POLR2F/SMARCA4/HDAC1/POLR2E/PSMC3/POLR2L/TARBP2/POLR2G/MDFIC/POLR2J/ZFP36/POLR2I/CCNT1/MID2/CTDP1/TFAP4/TRIM8/NELFB/TRIM13/POLR2D/POLR2C",25
"GO:0019080","GO:0019080","viral gene expression","60/3831","191/17468",0.00142748893027071,0.0181101552045756,0.0149482625478228,"JUN/RPSA/SMARCB1/RRP1B/NELFCD/POLR2F/NDC1/SMARCA4/HDAC1/EIF3A/USF2/NUP210/RPL9/CCNT2/FURIN/POLR2E/PSMC3/RPL23A/POM121/POLR2L/EIF3G/TARBP2/POLR2G/RPS18/MDFIC/DENR/RPS17/POLR2J/NUP85/EIF3B/ZFP36/PCBP2/POLR2I/RPS15A/SSB/CCNT1/NUP98/RAE1/PTBP1/RPL17/MID2/RPL10A/CTDP1/TFAP4/RPL13/SEH1L/TRIM8/NUP50/RPL12/RPL26/NELFB/TRIM13/RPS26/RPL6/POLR2D/POLR2C/RPL3/UBA52/NUP188/NUP153",60
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","56/3831","176/17468",0.00145585989777966,0.0184318494304816,0.0152137914565838,"CDKN1A/BTG2/PLK2/ADAMTS1/APEX1/EGFR/CCNB1/RPS27L/CNOT9/GADD45A/EIF4G1/MEPCE/TFDP1/GTSE1/CDK4/BAX/RDX/CNOT7/CNOT11/MDM2/SOX4/CASP2/FBXO7/PKD1/ATM/BTN2A2/ZNF385A/TRIAP1/PRMT1/CTDSP2/ARID3A/CCND2/INO80/CDK10/RPA2/SLFN11/CUL4B/MUC1/CCNE1/E2F4/PTPN6/AKT1/BRD7/CDC6/RPL26/PRMT2/RIPK1/FHL1/KLF4/E2F1/PLK3/CCND1/PLAGL1/LSM11/KANK2/CNOT3",56
"GO:0097352","GO:0097352","autophagosome maturation","16/3831","35/17468",0.00149062303404639,0.0187980371901625,0.0155160456731642,"VPS33A/FYCO1/CHMP3/ATG14/GABARAPL1/SMCR8/LAMP2/VCP/VAMP8/TBC1D25/SNAPIN/SNAP29/UBQLN4/STX17/IRGM/PHF23",16
"GO:0039528","GO:0039528","cytoplasmic pattern recognition receptor signaling pathway in response to virus","13/3831","26/17468",0.00149400589933262,0.0187980371901625,0.0155160456731642,"UFD1/NPLOC4/TSPAN6/C1QBP/LSM14A/SEC14L1/IRF3/IFIH1/DDX60/RIOK3/PUM2/IRF7/ZCCHC3",13
"GO:1904353","GO:1904353","regulation of telomere capping","13/3831","26/17468",0.00149400589933262,0.0187980371901625,0.0155160456731642,"NABP2/MAPK1/SMG6/RAD50/ATM/NEK7/AURKB/PKIB/NBN/RTEL1/MAPKAPK5/ERCC1/MAPK15",13
"GO:0060998","GO:0060998","regulation of dendritic spine development","27/3831","71/17468",0.001501858068269,0.0188193895234937,0.0155336700546804,"PLK2/MTOR/CDK5/CFL1/SHANK1/ACTR2/EFNA1/DBN1/GPRASP2/MAPK6/DISC1/ABI2/CAPRIN1/ASAP1/SDK1/NGEF/DNM3/CAPRIN2/EEF2K/CDK5R1/DLG5/PAFAH1B1/OPA1/ITSN1/ZMYND8/LRRK2/BAIAP2",27
"GO:1901983","GO:1901983","regulation of protein acetylation","27/3831","71/17468",0.001501858068269,0.0188193895234937,0.0155336700546804,"SPHK2/SMARCB1/CTCF/ZMPSTE24/SET/RPS6KA5/PARK7/SOX4/SNAI2/KAT5/KAT2A/ZNF451/CTBP1/PPARGC1A/TAF7/FLCN/PYGO2/MUC1/GATA2/SIRT1/WBP2/TWIST1/RAPGEF3/BRD7/SIN3A/AUTS2/KMT2A",27
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","15/3831","32/17468",0.00152277717472631,0.0190109067628111,0.015691749869205,"EIF2AK3/SMARCB1/ZMPSTE24/WDR43/MTOR/DHX33/POU4F1/SMARCA4/H2AFY/NOL11/MED1/POLR2L/NCL/PWP1/TAF1C",15
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","40/3831","117/17468",0.00152335965883523,0.0190109067628111,0.015691749869205,"EIF5A/GLE1/ALKBH5/RBM8A/SMG6/NDC1/SRSF9/SRSF6/ALYREF/U2AF2/NUP210/POM121/SARNP/PABPN1/FYTTD1/NMD3/NCBP1/XPOT/CPSF2/POLDIP3/THOC3/RAN/NUP85/NXT1/SMG7/CASC3/SSB/NXF1/NUP98/RAE1/SETD2/SEH1L/NUP50/DHX38/RBM15B/XPO1/THOC6/NXF3/NUP188/NUP153",40
"GO:0098930","GO:0098930","axonal transport","21/3831","51/17468",0.00154061882423835,0.0191572010994358,0.0158125023491491,"UCHL1/KIF3B/KIF1C/HSPB1/MAP1A/NEFL/KIF1A/AP3D1/FEZ1/SPAST/KIF4A/SOD1/KIF5A/SNAPIN/DST/BLOC1S3/AP3B1/PAFAH1B1/OPA1/MGARP/AP3M1",21
"GO:0009308","GO:0009308","amine metabolic process","43/3831","128/17468",0.00154134798706826,0.0191572010994358,0.0158125023491491,"SAT1/SULT1C2/ODC1/PSMD1/PSMD11/VPS35/PSME3/PSMD2/PSMC1/SRM/PSMB2/PARK7/PSMA7/TPH2/PSMA4/PSMC2/PSMB7/PSMD3/PSMD10/PSMC3/PSMB4/PSMB10/GPR37/GCDH/PSME1/PSMC4/PSMB6/SLC7A11/SMS/PSMB5/AMD1/PSMD9/PSMB3/PSME4/ATP2B4/NR4A2/PSMC5/PSMA6/GDE1/PSMB1/GDPD1/NQO1/PSMA3",43
"GO:0008630","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","33/3831","92/17468",0.00154533782499977,0.0191678312370661,0.0158212765471845,"CDKN1A/RPS27L/CD44/USP28/DDIT4/TAF9B/CCAR2/BCL2L1/SHISA5/BCL2L12/BAG6/SNAI2/IFI16/CASP2/USP47/ZNF385A/ATAD5/TRIAP1/TP73/CXCL12/CLU/BAD/TMEM161A/MUC1/SIRT1/RPL26/DYRK2/NUPR1/E2F1/PIAS4/XPA/CASP9/MLH1",33
"GO:0006400","GO:0006400","tRNA modification","24/3831","61/17468",0.00156605311992422,0.0193854551180903,0.0160009049862276,"ELP1/HSD17B10/TRMT61A/TRMT1/DUS1L/PUS1/TRMO/NSUN2/URM1/LCMT2/NSUN6/METTL1/METTL8/AARS/TRMT11/SSB/ELP6/PRORP/TRIT1/ELP5/OSGEPL1/ELP2/TRMT9B/NAT10",24
"GO:0060766","GO:0060766","negative regulation of androgen receptor signaling pathway","9/3831","15/17468",0.00157807475363437,0.0194948022595437,0.0160911609647566,"SMARCA4/HDAC1/PHB/HEYL/NCOR1/SIRT1/ZBTB7A/PIAS2/NCOR2",9
"GO:0071478","GO:0071478","cellular response to radiation","55/3831","173/17468",0.00162933491412344,0.0200874657255339,0.0165803499856152,"CDKN1A/EGR1/PARP1/ZMPSTE24/USP28/ELK1/XRCC6/XRCC5/GADD45A/YAP1/GRB2/GNB1/DNM2/CRY2/BCL2L1/BAX/CREBBP/YY1/RHNO1/MDM2/SNAI2/MYC/TENT2/IFI16/DDB1/HSPA5/ATM/USP47/TP53INP1/RHOB/TRIAP1/HRAS/HIST3H2A/ACTR5/LIG4/INO80/AKT2/TMEM161A/AURKB/BAK1/H2AFX/CUL4B/SIRT1/ZBTB1/RPL26/DDB2/INTS7/HYAL3/CDC25A/HSF1/XPC/COPS9/GNGT1/CASP9/MME",55
"GO:0090150","GO:0090150","establishment of protein localization to membrane","84/3831","285/17468",0.00164496066854368,0.0202393048051199,0.0167056791393983,"YWHAQ/EGFR/CALM3/TIMM10/RPSA/PEX26/SNAP25/CHMP4B/GGA2/VPS35/RAB31/CSK/PMAIP1/YWHAE/ASNA1/MAPK10/CD24/CDK5/TFDP1/MIEF1/YWHAZ/DMTN/YWHAG/BAX/SRP68/TOMM22/ITGB1BP1/SGTA/CHP1/BAG6/RPL9/HSPA5/RAB10/MYO1C/PPP3R1/RPL23A/ICMT/PEX19/FIS1/MICALL1/HRAS/RPS18/CHM/TP73/OPTN/MFF/RPS17/TP53BP2/UBL4A/REEP2/MIEF2/SAMM50/AKT2/BAD/YWHAB/RPS15A/AGK/TRAM1L1/GOLPH3/CDK5R1/RPL17/RAB11A/RAB8A/SEC61A1/RPL10A/CPLX1/RILPL2/RPL13/GOLGA4/TIMM9/ARL6/RPL12/RPL26/KRT18/E2F1/REEP1/RPS26/RPL6/LYPLA1/RAB11B/RAB3IP/RPL3/GET4/UBA52",84
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process","85/3831","289/17468",0.00165738680603776,0.0203512456203231,0.0167980759563539,"ATP8/ATP6/COX2/NME1/SPHK2/SLC35B2/PARP1/DDIT4/NDC1/AK4/PFAS/NME2/PGAM1/TPI1/PNP/ENO3/ADCY1/HSD17B8/TMSB4X/PAICS/SCD5/ZBTB20/NUP210/PRPS1/ACLY/DLAT/ACOT7/AK3/PKM/VCP/FASN/ELOVL1/POM121/GPI/OGT/DLD/GCDH/PDP2/NCOR1/ALDOC/PDHA1/NUP85/PDK2/TAZ/FOXK2/AMD1/PPARGC1A/IMPDH2/SLC26A2/AK2/FLCN/PDK4/ARNT/ATP5PB/NUP98/DNAJC30/RAE1/ATP5MF/ZBTB7A/ADCY10/ACSF3/PAPSS1/SEH1L/ADSSL1/ADCY7/ACSS1/NUP50/ATP5MC3/PPAT/NUPR1/PFKFB4/SLC25A12/PDHX/ACSL4/GUK1/ATP5F1B/HACD1/TECR/ADA/SIRT6/UQCC3/GPD1/ELOVL7/NUP188/NUP153",85
"GO:0007029","GO:0007029","endoplasmic reticulum organization","20/3831","48/17468",0.00166498554548267,0.0204035803820171,0.0168412734745057,"EIF2AK3/ASNA1/TMEM33/ARL6IP1/SGTA/BAG6/RAB10/TOR1AIP2/ATL3/UBL4A/RTN3/REEP2/RAB18/SEC61A1/CCDC47/VAPB/REEP1/MAPK15/LRRK2/GET4",20
"GO:0003279","GO:0003279","cardiac septum development","39/3831","114/17468",0.00170803901258486,0.0208893171239129,0.0172422043480935,"SNX17/PLXND1/FGFR2/RBM15/DNM2/NPRL3/JAG1/DCTN5/LRP2/PARVA/SLIT3/ZFPM1/MDM2/TBX2/SOX4/TGFBR2/CCN1/FRS2/NSD2/SUFU/HEYL/SLIT2/ANK2/MATR3/HES1/RARB/PROX1/NPHP3/GATA4/HEG1/MSX2/AP2B1/PCSK5/BMPR2/NOG/SMAD6/GATA6/TGFBR1/BMPR1A",39
"GO:0030521","GO:0030521","androgen receptor signaling pathway","23/3831","58/17468",0.00171898570333376,0.020981232686399,0.0173180721661632,"RHOA/SMARCA4/PARK7/HDAC1/PHB/RNF4/RNF14/KAT5/RAN/HEYL/NCOR1/DDX5/PPARGC1A/DAXX/CTNNB1/SIRT1/CCNE1/ZBTB7A/PIAS2/PLPP1/NCOR2/PRMT2/ARRB2",23
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","43/3831","129/17468",0.00182937241552231,0.0222840882886831,0.0183934592837691,"HSPA1A/PLK2/HERPUD1/MSN/KEAP1/BCAP31/VPS35/PSMC1/GSK3A/LRP2/RDX/MDM2/SGTA/USP5/BAG6/RNF40/HSPBP1/PSMC2/VCP/PSMD10/PSMC3/DVL1/USP13/CSNK1A1/FBXW7/ATP5IF1/DISC1/PSMC4/CLU/GBA/ATXN3/CTSC/CAV1/SIRT2/GCLC/PSMC5/PTTG1IP/AKT1/NUPR1/PLK1/PLK3/STUB1/LRRK2",43
"GO:0009314","GO:0009314","response to radiation","121/3831","434/17468",0.00185330526008405,0.0225307388974433,0.018597046608984,"CDKN1A/HMGCS1/ND3/NABP2/EGR1/EGFR/PARP1/B4GALT2/ZMPSTE24/USP28/ELK1/ASNS/UNC119/XRCC6/MTOR/XRCC5/GADD45A/YAP1/GRB2/PER1/MAPK10/GNB1/DNM2/CDK5/BACE1/CRY2/PPM1D/CCAR2/ERCC2/BCL2L1/BAX/CREBBP/PPP1CA/FOS/YY1/RHNO1/MDM2/NDRG4/SNAI2/MYC/TENT2/IFI16/DTL/SMC1A/DDB1/MSH2/HSPA5/CRTC1/ATM/KAT5/LZIC/CAT/USP47/TP53INP1/INTS3/RHOB/DEAF1/TRIAP1/HRAS/DYNLRB1/BRAT1/TICRR/HIST3H2A/ACTR5/LIG4/OGG1/CXCL12/EYA1/SEMA5B/SLC7A11/INO80/BRCC3/AKT2/GNAQ/XRCC2/TMEM161A/AURKB/BAK1/H2AFX/GNA11/BRSK1/CUL4B/SIRT1/UBE2A/BEST1/UVSSA/PLEKHB1/FEN1/RDH13/ZBTB1/GPX1/AKT1/RPL26/DDB2/TRIM13/INTS7/HYAL3/RRM1/ANGPT2/RGS14/NR2F6/XPA/PLK3/CDC25A/REV1/HSF1/CCND1/CASP3/BHLHE40/XPC/CIRBP/ERCC1/APP/COPS9/GNGT1/KIT/FKBPL/CCR4/CASP9/KRAS/MME",121
"GO:0010212","GO:0010212","response to ionizing radiation","47/3831","144/17468",0.00189108169173691,0.0229176834318079,0.0189164336283545,"CDKN1A/NABP2/EGR1/PARP1/ZMPSTE24/USP28/ELK1/XRCC6/XRCC5/GADD45A/YAP1/GRB2/DNM2/BCL2L1/BAX/RHNO1/MDM2/SNAI2/MYC/IFI16/MSH2/HSPA5/ATM/KAT5/LZIC/INTS3/RHOB/HRAS/BRAT1/TICRR/LIG4/EYA1/INO80/BRCC3/XRCC2/BAK1/H2AFX/SIRT1/GPX1/RPL26/TRIM13/INTS7/RRM1/HSF1/CCND1/CASP3/ERCC1",47
"GO:1903747","GO:1903747","regulation of establishment of protein localization to mitochondrion","27/3831","72/17468",0.00190801036351776,0.0229176834318079,0.0189164336283545,"YWHAQ/UBE2L3/PMAIP1/YWHAE/TFDP1/GSK3A/YWHAZ/YWHAG/HSPA1L/BAP1/PPP3R1/SAE1/FBXW7/ATG13/ATP5IF1/TP73/TP53BP2/SH3GLB1/BAG3/BAD/YWHAB/UBL5/ARIH2/RHOU/E2F1/HAX1/LRRK2",27
"GO:0002218","GO:0002218","activation of innate immune response","92/3831","318/17468",0.001911066209087,0.0229176834318079,0.0189164336283545,"NR1D1/HSPA1A/HSPA1B/IRAK1/UFD1/PRKACB/PSMD1/PSMD11/PRKACA/XRCC6/XRCC5/NONO/PSME3/NPLOC4/PQBP1/CNPY3/PSMD2/TSPAN6/BTRC/UBE2N/MAVS/PSMC1/C1QBP/PSMB2/RPS6KA5/TRIM5/PSMA7/CREBBP/PSMA4/WDFY1/PSMC2/IFI16/CUL1/ALPK1/LSM14A/PSMB7/TMEM173/PSMD3/TNIP2/PSMD10/PSMC3/LGMN/PSMB4/RIPK2/UBC/PSMB10/HRAS/NRAS/SKP1/SYK/SEC14L1/PSME1/PSMC4/MATR3/PSMB6/IRF3/PSMB5/IFIH1/DDX60/PSMD9/PSMB3/PSME4/CAV1/MAPKAPK3/SARM1/MUC1/PSMC5/TIRAP/RIOK3/SIN3A/IRF4/IRGM/RIPK1/PSMA6/HEXIM1/ARRB2/APPL1/OTUD4/HMGB1/PSMB1/PUM2/PJA2/IRF7/ZCCHC3/TRAF3/KRAS/XIAP/PLCG2/UBA52/PDPK1/PSMA3/NOD1",92
"GO:0035305","GO:0035305","negative regulation of dephosphorylation","38/3831","111/17468",0.0019154195629475,0.0229176834318079,0.0189164336283545,"ENSA/RRP1B/PPP1R15A/PTPA/PPP1R8/YWHAE/FKBP1A/CRY2/SET/ZFYVE1/PPP1R14B/IQGAP1/CHP1/DLG3/GNAI2/PKMYT1/CD2BP2/MASTL/MPHOSPH10/CEP192/FKBP1B/CSRNP3/YWHAB/PPP4R4/ROCK1/ELFN1/PCIF1/WDR81/GPATCH2/STYXL1/PPP1R14C/PHACTR1/LMTK3/TMEM225B/ARPP19/ZCCHC9/SFI1/PHACTR3",38
"GO:0006337","GO:0006337","nucleosome disassembly","10/3831","18/17468",0.00192077659931036,0.0229176834318079,0.0189164336283545,"SMARCB1/HMGA1/GRWD1/SET/SMARCA4/SMARCE1/HIST3H2A/SMARCD1/SMARCC1/SUPT16H",10
"GO:0007549","GO:0007549","dosage compensation","10/3831","18/17468",0.00192077659931036,0.0229176834318079,0.0189164336283545,"XIST/EXOSC10/RBM15/H2AFY/RLIM/PCGF5/HNRNPU/EIF1/RBM15B/LRIF1",10
"GO:0034471","GO:0034471","ncRNA 5'-end processing","10/3831","18/17468",0.00192077659931036,0.0229176834318079,0.0189164336283545,"UTP20/HSD17B10/NOP14/RPP30/RPP40/POP4/USP14/SSB/POP1/PRORP",10
"GO:0042026","GO:0042026","protein refolding","10/3831","18/17468",0.00192077659931036,0.0229176834318079,0.0189164336283545,"HSPA6/HSPA1A/HSPA1B/HSPA8/FKBP1A/HSPA1L/FKBP1B/SNRNP70/B2M/HSPA2",10
"GO:0071371","GO:0071371","cellular response to gonadotropin stimulus","10/3831","18/17468",0.00192077659931036,0.0229176834318079,0.0189164336283545,"HMGCS1/NSMF/GCLM/EFNA5/EPHA8/PPARGC1A/GCLC/INHBA/GATA6/CCNA2",10
"GO:0031396","GO:0031396","regulation of protein ubiquitination","61/3831","197/17468",0.00192449341693959,0.0229176834318079,0.0189164336283545,"HSPA1A/HSPA1B/IVNS1ABP/HERPUD1/UBE2L3/TRIM44/ARRDC4/FEM1A/MTOR/GNL3L/ARRDC3/FKBP1A/CDK5/UBE2N/CENPX/UBE2C/GSK3A/PARK7/RNF20/U2AF2/MYCBP2/HSP90AB1/TRIB3/CHP1/SOX4/RNF40/HSPBP1/HSPA5/PSMD10/PDCD6/OTUB1/DERL1/GOLGA2/GLMN/RIPK2/AIMP2/SKP2/OGT/UFL1/MASTL/CDC20/FBXW7/CENPS/DAXX/CDK5RAP3/CAV1/GCLC/NXN/PTTG1IP/SVBP/RASD2/AKT1/PLK1/USP44/ARRB2/PHF23/FZR1/STUB1/LRRK2/TGFBR1/XIAP",61
